URL,Version,Status,OIDs,Name,Title,Description,Used
http://terminology.hl7.org/CodeSystem/practitioner-role,1.0.1,active,"2.16.840.1.113883.4.642.1.1132",PractitionerRole,Practitioner role,"This example value set defines a set of codes that can be used to indicate the role of a Practitioner.","ValueSet/practitioner-role"
http://terminology.hl7.org/CodeSystem/referencerange-meaning,1.0.1,active,"2.16.840.1.113883.4.642.1.1124",ObservationReferenceRangeMeaningCodes,Observation Reference Range Meaning Codes,"This value set defines a set of codes that can be used to indicate the meaning/use of a reference range for a particular target population.","ValueSet/referencerange-meaning"
http://terminology.hl7.org/CodeSystem/v2-0203,4.0.0,active,"2.16.840.1.113883.18.108",IdentifierType,identifierType,"HL7-defined code system of concepts specifying type of identifier. Used in HL7 Version 2.x messaging data types CX, PLN, PPN, XCN and XON.","ValueSet/identifier-type"
http://terminology.hl7.org/CodeSystem/v3-ActCode,9.0.0,active,"2.16.840.1.113883.5.4",ActCode,ActCode,"A code specifying the particular kind of Act that the Act-instance represents within its class.    *Constraints:* The kind of Act (e.g. physical examination, serum potassium, inpatient encounter, charge financial transaction, etc.) is specified with a code from one of several, typically external, coding systems. The coding system will depend on the class of Act, such as LOINC for observations, etc.    Conceptually, the Act.code must be a specialization of the Act.classCode. This is why the structure of ActClass domain should be reflected in the superstructure of the ActCode domain and then individual codes or externally referenced vocabularies subordinated under these domains that reflect the ActClass structure.    Act.classCode and Act.code are not modifiers of each other but the Act.code concept should really imply the Act.classCode concept. For a negative example, it is not appropriate to use an Act.code ""potassium"" together with and Act.classCode for ""laboratory observation"" to somehow mean ""potassium laboratory observation"" and then use the same Act.code for ""potassium"" together with Act.classCode for ""medication"" to mean ""substitution of potassium"". This mutually modifying use of Act.code and Act.classCode is not permitted.","ValueSet/v3-ActCode"
http://terminology.hl7.org/CodeSystem/v3-ObservationInterpretation,3.0.0,active,"2.16.840.1.113883.5.83",ObservationInterpretation,ObservationInterpretation,"One or more codes providing a rough qualitative interpretation of the observation, such as ""normal"" / ""abnormal"", ""low"" / ""high"", ""better"" / ""worse"", ""resistant"" / ""susceptible"", ""expected"" / ""not expected"". The value set is intended to be for ANY use where coded representation of an interpretation is needed.","ValueSet/observation-interpretation"
https://fhir.ee/hcert/CodeSystem/ee-health-certificate-decision,1.0.0,active,,EEHealthCertificateDecision,Tervisetõendi otsus,"","ValueSet/ee-health-certificate-decision"
https://fhir.ee/hcert/CodeSystem/ee-health-certificate-occupational-additional-condition,1.0.0,active,,EEHealthCertificateOccupationalAdditionalCondition,Püsiva töövõime säilitamiseks vajalik lisatingimus,"","ValueSet/ee-health-certificate-occupational-additional-condition"
https://fhir.ee/hcert/CodeSystem/ee-health-certificate-restriction,1.0.0,active,,EEHealthCertificateRestriction,Tervisetõendi piirang,"Piirangute nimekiri erinevate kasutusalade lõikes","ValueSet/ee-health-certificate-medical-restriction,ValueSet/ee-health-certificate-driver-medical-restriction,ValueSet/ee-health-certificate-occupational-medical-restriction"
https://fhir.ee/hcert/CodeSystem/ee-health-certificate-usage-area,1.0.0,active,,EEHealthCertificateUsageArea,Tervisetõendi kasutusala,"","ValueSet/ee-health-certificate-usage-area"
urn:ietf:bcp:47,2.0.1,active,"2.16.840.1.113883.6.121",Ietf3066,Tags for the Identification of Languages,"Older value from OID registry.  Superceded; see recommendations in BCP-47.","ValueSet/languages,ValueSet/all-languages"
